id_transaccion,id_cliente,monto,fecha,id_tienda,Customer_ID,edad,ingresos,ciudad,segmento_cliente,pca_1,pca_2
24,CUST-1801,47.56,2025-05-22,Tienda_9,CUST-1801,37,24407.653197659547,CDMX,Estandar,-1.1934537940931038,-1.0619633058970295
25,CUST-1086,208.71,2025-09-20,Tienda_9,CUST-1086,25,35626.078963989916,CDMX,Estandar,-1.2004515694591178,-0.2706229479317665
26,CUST-1197,188.61,2025-05-17,Tienda_2,CUST-1197,44,73221.01591933753,CDMX,Estandar,0.936408574584417,-0.9191420890423455
27,CUST-1862,327.08,2025-12-25,Tienda_4,CUST-1862,27,71976.37593184174,CDMX,Estandar,0.247334845524762,-0.09695346582694025
28,CUST-1813,128.48,2025-06-19,Tienda_5,CUST-1813,39,29292.43453107951,CDMX,Estandar,-0.8352228576455928,-0.6018971355016783
29,CUST-1765,323.85,2025-02-25,Tienda_6,CUST-1765,65,64736.44783771013,CDMX,Estandar,1.833578887304758,0.2412289055422341
30,CUST-1740,403.01,2025-07-16,Tienda_6,CUST-1740,69,16349.364946366313,Monterrey,Estandar,0.5196264449168787,1.6025001697545915
31,CUST-1168,283.5,2025-07-06,Tienda_3,CUST-1168,33,65236.1386442945,Monterrey,Estandar,0.2590204148330901,-0.23113941273655286
32,CUST-1865,342.78,2025-10-08,Tienda_8,CUST-1865,36,25569.95302454441,CDMX,Estandar,-0.8384892537130629,0.8462746267041783
33,CUST-1441,197.45,2025-09-19,Tienda_5,CUST-1441,57,26969.26208030729,CDMX,Estandar,0.03990277800029409,0.0014759406505182476
34,CUST-1162,159.91,2025-05-08,Tienda_9,CUST-1162,27,23641.508517839007,Monterrey,Estandar,-1.5617614142418317,-0.3753280063237943
35,CUST-1750,261.77,2025-09-04,Tienda_4,CUST-1750,22,79992.92041527604,CDMX,Estandar,0.1916561637956847,-0.6914862163235892
36,CUST-1673,168.76,2025-10-21,Tienda_5,CUST-1673,53,53364.704180737855,Monterrey,Estandar,0.6870056559871938,-0.6574985986361915
37,CUST-1254,266.78,2025-07-31,Tienda_1,CUST-1254,19,11392.448686284415,CDMX,Estandar,-2.2212460023725455,0.48193303849365116
38,CUST-1555,12.79,2025-10-05,Tienda_8,CUST-1555,19,31295.91153357665,Monterrey,Estandar,-1.8749780007437038,-1.518424252231015
39,CUST-1148,98.37,2025-02-09,Tienda_1,CUST-1148,69,15485.898850169426,CDMX,Estandar,0.11477135506750757,-0.3787391186217804
40,CUST-1574,250.16,2025-10-23,Tienda_1,CUST-1574,41,50905.76846091018,CDMX,Estandar,0.12801632783147968,-0.1574966109195175
41,CUST-1056,207.57,2025-05-01,Tienda_8,CUST-1056,19,69577.87161546055,CDMX,Estandar,-0.3651091730074427,-0.8892763350204371
42,CUST-1356,462.65,2025-02-13,Tienda_1,CUST-1356,32,20711.631782427583,Monterrey,Estandar,-1.0442016753983279,1.6887520485336627
43,CUST-1083,306.66,2025-03-25,Tienda_4,CUST-1083,46,24114.405448614052,Monterrey,Estandar,-0.4497038031797499,0.6966010203883416
44,CUST-1305,355.45,2025-05-12,Tienda_9,CUST-1305,50,64636.8440419232,CDMX,Estandar,1.1468196199538416,0.35638780623748345
45,CUST-1074,417.6,2025-05-27,Tienda_5,CUST-1074,53,46677.033609034275,CDMX,Estandar,0.7725748984303863,1.085779862560584
46,CUST-1026,136.06,2025-03-12,Tienda_6,CUST-1026,22,79791.31556838658,CDMX,Estandar,0.02972188672090789,-1.5116610118103013
47,CUST-1435,350.99,2025-01-09,Tienda_3,CUST-1435,60,25842.080117778838,CDMX,Estandar,0.3366443216997696,1.045143049004738
48,CUST-1498,55.14,2025-07-29,Tienda_7,CUST-1498,65,30926.075121637732,CDMX,Estandar,0.38067269579208585,-0.947834255537399
49,CUST-1035,331.11,2025-02-08,Tienda_8,CUST-1035,34,17810.29783689721,CDMX,Estandar,-1.2065201477234868,0.8884794574555348
50,CUST-1650,382.89,2025-12-04,Tienda_9,CUST-1650,55,59983.18708764133,CDMX,Estandar,1.2672331289603906,0.6459866748040198
51,CUST-1154,215.45,2025-03-16,Tienda_4,CUST-1154,34,41213.43784446435,Monterrey,Estandar,-0.5733778625798907,-0.26475926642754055
52,CUST-1191,107.18,2025-05-03,Tienda_9,CUST-1191,57,53284.808768752984,CDMX,Estandar,0.8009682398788911,-1.0346395792217917
53,CUST-1816,124.85,2025-05-12,Tienda_2,CUST-1816,21,65867.85655069683,CDMX,Estandar,-0.4939493262583689,-1.3560412970378963
54,CUST-1707,174.39,2025-08-13,Tienda_9,CUST-1707,51,44137.75737742739,CDMX,Estandar,0.29168881717867323,-0.47715747676374154
55,CUST-1780,96.73,2025-08-04,Tienda_6,CUST-1780,67,27472.01001495551,CDMX,Estandar,0.41383977070552086,-0.6045148406452598
56,CUST-1925,95.36,2025-09-11,Tienda_9,CUST-1925,54,13200.240812180698,CDMX,Estandar,-0.6872138836196059,-0.45338263600551937
57,CUST-1701,186.85,2025-10-27,Tienda_1,CUST-1701,18,16053.559345902395,CDMX,Estandar,-2.2135746931936096,-0.1267303485989622
58,CUST-1241,27.52,2025-03-25,Tienda_9,CUST-1241,23,26364.445800092755,CDMX,Estandar,-1.8276379293555851,-1.3136360742720927
59,CUST-1609,364.5,2025-03-15,Tienda_9,CUST-1609,40,51964.84706296092,CDMX,Estandar,0.2561747252462429,0.567460837761944
60,CUST-1909,271.93,2025-04-16,Tienda_1,CUST-1909,45,70353.02796532118,CDMX,Estandar,0.9923786126029186,-0.31857200301335237
61,CUST-1569,71.42,2025-08-16,Tienda_8,CUST-1569,40,43338.76209332814,CDMX,Estandar,-0.39178993155621444,-1.2068602115648337
62,CUST-1828,257.88,2025-10-23,Tienda_5,CUST-1828,57,12637.809723215865,CDMX,Estandar,-0.36065669384197446,0.6395724746120891
63,CUST-1091,474.27,2025-09-05,Tienda_3,CUST-1091,32,77030.45416807814,CDMX,Estandar,0.8375178920670827,0.8131257452105027
64,CUST-1804,349.97,2025-05-29,Tienda_3,CUST-1804,49,32484.362375342716,CDMX,Estandar,0.025803250048604842,0.8576067505019225
65,CUST-1653,441.33,2025-06-15,Tienda_7,CUST-1653,25,21806.952910200227,CDMX,Premium Joven,-1.3713721560682905,1.486908408888318
66,CUST-1080,92.55,2025-03-13,Tienda_5,CUST-1080,68,72053.72552630099,Monterrey,Estandar,1.9350436138438543,-1.3790672565223787
67,CUST-1678,393.07,2025-08-20,Tienda_2,CUST-1678,22,38990.755719895744,CDMX,Estandar,-1.0057036940247284,0.8616299441895792
68,CUST-1354,213.54,2025-05-08,Tienda_6,CUST-1354,41,11086.725248860837,Monterrey,Estandar,-1.2374929009479987,0.2755073418832649
69,CUST-1060,480.63,2025-02-11,Tienda_5,CUST-1060,56,35007.8935934838,CDMX,Estandar,0.6079973769976148,1.7146286597837481
70,CUST-1461,129.66,2025-09-14,Tienda_2,CUST-1461,62,50470.17215017891,CDMX,Estandar,0.9762328251143646,-0.8086141960727175
71,CUST-1221,357.3,2025-04-04,Tienda_7,CUST-1221,19,12321.253157662184,CDMX,Estandar,-2.078658923966749,1.0592733497533844
72,CUST-1511,446.53,2025-06-07,Tienda_5,CUST-1511,45,66348.79934386426,CDMX,Estandar,1.0752379225517112,0.8929788440770213
73,CUST-1460,347.59,2025-02-22,Tienda_1,CUST-1460,33,68274.10408033573,CDMX,Estandar,0.43890057723532927,0.137402736286606
74,CUST-1132,38.28,2025-07-26,Tienda_4,CUST-1132,32,43886.56220566445,Monterrey,Estandar,-0.7998775922261505,-1.483125784495314
75,CUST-1545,326.4,2025-09-29,Tienda_3,CUST-1545,18,52486.95617084909,Monterrey,Estandar,-0.8332069511483199,0.17182101924285265
76,CUST-1407,164.18,2025-01-24,Tienda_4,CUST-1407,40,55722.538938887155,CDMX,Estandar,0.13337722201393157,-0.8084267800136721
77,CUST-1779,495.19,2025-09-26,Tienda_7,CUST-1779,23,25730.134996561257,CDMX,Premium Joven,-1.271105595220206,1.7609963559605233
78,CUST-1661,454.2,2025-09-03,Tienda_7,CUST-1661,38,59291.165786770754,CDMX,Estandar,0.5135412138432339,1.0188415198642582
79,CUST-1947,293.55,2025-01-09,Tienda_3,CUST-1947,68,54333.06117143257,Monterrey,Estandar,1.5957091694611043,0.2372411381377069
80,CUST-1691,354.14,2025-02-11,Tienda_2,CUST-1691,27,25407.433492586264,CDMX,Estandar,-1.2633378137749023,0.8673155421054439
81,CUST-1657,468.76,2025-09-04,Tienda_4,CUST-1657,22,55320.547564258995,CDMX,Premium Joven,-0.3707792597939456,1.0815449891900695
82,CUST-1203,356.59,2025-01-22,Tienda_9,CUST-1203,53,25295.461980298587,Monterrey,Estandar,-0.011722382917445994,1.0474120139116048
83,CUST-1998,248.69,2025-10-08,Tienda_8,CUST-1998,42,51035.804156889586,CDMX,Estandar,0.17867798672862686,-0.1630880945257525
84,CUST-1819,124.51,2025-02-02,Tienda_3,CUST-1819,68,17111.237617217863,CDMX,Estandar,0.15277984754238338,-0.2411883241536791
85,CUST-1840,70.46,2025-08-10,Tienda_4,CUST-1840,30,34267.52349443978,CDMX,Estandar,-1.1754062792260271,-1.1222177566536504
86,CUST-1158,206.7,2025-09-05,Tienda_8,CUST-1158,33,42509.47393810876,CDMX,Estandar,-0.5893766309877112,-0.3502232732097982
87,CUST-1061,14.13,2025-11-04,Tienda_9,CUST-1061,40,40576.766692003446,CDMX,Estandar,-0.5541218460384367,-1.535516280613147
88,CUST-1254,458.8,2025-04-19,Tienda_1,CUST-1254,19,11392.448686284415,CDMX,Premium Joven,-1.9841046718085507,1.739940964536378
89,CUST-1283,409.72,2025-06-13,Tienda_1,CUST-1283,62,18486.29793705821,CDMX,Estandar,0.26160935563871973,1.5666908432430833
90,CUST-1359,377.81,2025-10-31,Tienda_4,CUST-1359,53,64186.49023382152,CDMX,Estandar,1.3039978272617139,0.5291987435882668
91,CUST-1504,62.51,2025-04-06,Tienda_7,CUST-1504,57,28065.313819721494,Monterrey,Estandar,-0.09040385225510758,-0.901098278146636
92,CUST-1685,164.89,2025-08-15,Tienda_8,CUST-1685,32,67935.57927948801,CDMX,Estandar,0.15387930501935904,-1.0600615452230966
93,CUST-1671,47.62,2025-03-15,Tienda_9,CUST-1671,56,18039.615839629554,CDMX,Estandar,-0.48938133115991933,-0.8354576764480618
94,CUST-1032,77.71,2025-03-26,Tienda_1,CUST-1032,26,67455.09982594832,CDMX,Estandar,-0.2587106283516699,-1.6605164278445943
95,CUST-1929,330.41,2025-08-14,Tienda_9,CUST-1929,26,17646.147234961783,CDMX,Estandar,-1.598151201761866,0.836774205409722
96,CUST-1779,263.99,2025-11-15,Tienda_6,CUST-1779,23,25730.134996561257,CDMX,Estandar,-1.5566335382802807,0.24630292558307146
97,CUST-1988,443.84,2025-08-17,Tienda_4,CUST-1988,22,19157.672123022414,CDMX,Premium Joven,-1.6006112575365696,1.5294137897373457
98,CUST-1032,333.64,2025-05-07,Tienda_6,CUST-1032,26,67455.09982594832,CDMX,Estandar,0.05735843076323018,0.016194167468992837
99,CUST-1234,83.29,2025-12-31,Tienda_6,CUST-1234,39,62537.56757212558,Monterrey,Estandar,0.21128063107602132,-1.459779463600715
100,CUST-1469,166.98,2025-09-30,Tienda_1,CUST-1469,51,42661.196237029806,CDMX,Estandar,0.23357910537580623,-0.5007506723694608
101,CUST-1074,94.06,2025-01-16,Tienda_2,CUST-1074,53,46677.033609034275,CDMX,Estandar,0.37300867568965707,-1.0338737380636416
102,CUST-1158,285.44,2025-05-29,Tienda_7,CUST-1158,33,42509.47393810876,CDMX,Estandar,-0.4921341126635318,0.16563728348536008
103,CUST-1184,227.89,2025-01-24,Tienda_3,CUST-1184,57,71015.17009417627,CDMX,Estandar,1.5379304125786415,-0.5434473853759814
104,CUST-1162,368.65,2025-12-31,Tienda_6,CUST-1162,27,23641.508517839007,Monterrey,Estandar,-1.3039711770689943,0.9922200328500349
105,CUST-1303,451.81,2025-11-28,Tienda_6,CUST-1303,21,25334.206685328973,CDMX,Premium Joven,-1.4341379222733301,1.471012421552659
106,CUST-1505,264.79,2025-01-22,Tienda_8,CUST-1505,52,35516.69198330834,CDMX,Estandar,0.16564714188012591,0.26702035164695137
107,CUST-1491,318.98,2025-05-10,Tienda_2,CUST-1491,64,58074.12504513097,CDMX,Estandar,1.5584957146755052,0.31567594983992464
108,CUST-1454,203.35,2025-06-25,Tienda_5,CUST-1454,52,74094.84624815261,CDMX,Estandar,1.3689097070259344,-0.7874477473697826
109,CUST-1357,190.75,2025-11-05,Tienda_5,CUST-1357,69,41050.1585408251,CDMX,Estandar,1.076495860537208,-0.20553742939807132
110,CUST-1622,238.43,2025-12-13,Tienda_2,CUST-1622,23,33927.67409692377,CDMX,Estandar,-1.3163930303115514,-0.05968539287318991
111,CUST-1573,342.57,2025-07-08,Tienda_5,CUST-1573,41,32950.20906015162,CDMX,Estandar,-0.35321330063861667,0.7513602624979108
112,CUST-1742,261.66,2025-02-17,Tienda_8,CUST-1742,67,68787.64644600608,Monterrey,Estandar,1.9874322955379595,-0.2221947691589371
113,CUST-1467,436.51,2025-04-25,Tienda_1,CUST-1467,52,62596.81388687375,CDMX,Estandar,1.2756167567369179,0.934396307600613
114,CUST-1177,225.88,2025-11-24,Tienda_9,CUST-1177,67,12015.436863339797,CDMX,Estandar,0.06084254540807388,0.5028106608863098
115,CUST-1630,483.96,2025-03-16,Tienda_5,CUST-1630,25,22927.13075503055,CDMX,Premium Joven,-1.2815830004058302,1.7472660601346635
116,CUST-1493,339.4,2025-01-06,Tienda_4,CUST-1493,65,67784.88927580579,CDMX,Estandar,1.953860355347225,0.29158701338877846
117,CUST-1216,489.04,2025-04-17,Tienda_7,CUST-1216,61,56872.97542352832,CDMX,Estandar,1.5841937593404003,1.4314029252574443
118,CUST-1370,126.25,2025-10-29,Tienda_6,CUST-1370,28,73187.28575947767,CDMX,Estandar,0.08762905904035274,-1.4269065806110373
119,CUST-1648,201.7,2025-01-25,Tienda_2,CUST-1648,67,34043.0314183888,Monterrey,Estandar,0.7613519211997053,-0.027856246198271723
120,CUST-1015,108.06,2025-10-21,Tienda_8,CUST-1015,42,30643.515258378597,CDMX,Estandar,-0.6711468467725241,-0.7398000492381546
121,CUST-1823,316.9,2025-05-11,Tienda_8,CUST-1823,35,69906.77112796273,CDMX,Estandar,0.5514644293690112,-0.07877878826060163
122,CUST-1702,439.03,2025-07-21,Tienda_3,CUST-1702,58,20832.173011954008,CDMX,Estandar,0.18292721216344857,1.6941230980771476
123,CUST-1188,434.77,2025-12-24,Tienda_1,CUST-1188,41,59195.0919008202,CDMX,Estandar,0.630856400805522,0.911880572237912
124,CUST-1425,185.71,2025-03-15,Tienda_1,CUST-1425,27,17313.963258995846,CDMX,Estandar,-1.7397019454630505,-0.09936910751485972
125,CUST-1067,327.69,2025-07-03,Tienda_5,CUST-1067,53,79442.04640811669,CDMX,Estandar,1.747930574899141,-0.05696921758826587
126,CUST-1186,414.24,2025-09-06,Tienda_9,CUST-1186,67,37199.70622292231,CDMX,Estandar,1.128501287622387,1.311241376809689
127,CUST-1567,66.3,2025-08-23,Tienda_5,CUST-1567,26,14366.004366301526,CDMX,Estandar,-2.033082456756937,-0.8380947547909947
128,CUST-1360,25.83,2025-11-19,Tienda_1,CUST-1360,42,71719.95583050468,Monterrey,Estandar,0.5892763729978059,-1.9726921597539904
129,CUST-1931,258.22,2025-01-23,Tienda_5,CUST-1931,18,11196.193596068046,CDMX,Estandar,-2.286490178635572,0.4229326248477027
130,CUST-1902,469.78,2025-05-07,Tienda_5,CUST-1902,61,63838.34637746882,CDMX,Estandar,1.7913595289390325,1.187511589489702
131,CUST-1463,224.6,2025-08-03,Tienda_3,CUST-1463,48,24396.45827757856,CDMX,Estandar,-0.44536345624083773,0.16669647545435096
132,CUST-1631,471.83,2025-05-03,Tienda_3,CUST-1631,48,11733.718940659,CDMX,Estandar,-0.5598985141626585,2.0004021657815496
133,CUST-1790,371.71,2025-01-10,Tienda_3,CUST-1790,49,41129.82385399757,CDMX,Estandar,0.3393102370721416,0.8539320293384748
134,CUST-1534,392.37,2025-11-19,Tienda_9,CUST-1534,22,67855.30521552362,Monterrey,Estandar,-0.04950330176357284,0.3692504928236292
135,CUST-1054,96.77,2025-07-07,Tienda_9,CUST-1054,48,34984.65681834743,Monterrey,Estandar,-0.25215725914922016,-0.8497085337453238
136,CUST-1761,341.46,2025-01-17,Tienda_6,CUST-1761,27,46866.43421210136,CDMX,Estandar,-0.5674790649216063,0.42159911219348706
137,CUST-1097,416.46,2025-12-25,Tienda_8,CUST-1097,46,73572.84452830945,CDMX,Estandar,1.3257958962536227,0.5801316413187777
138,CUST-1654,457.2,2025-06-29,Tienda_1,CUST-1654,29,64268.78257249614,CDMX,Premium Joven,0.24880023679542176,0.8982471814331776
139,CUST-1837,178.25,2025-04-09,Tienda_2,CUST-1837,20,50355.20586012269,CDMX,Estandar,-0.9905213171183271,-0.7502765246485914
140,CUST-1227,386.13,2025-06-29,Tienda_5,CUST-1227,50,59419.26666168148,CDMX,Estandar,1.0117091238905584,0.6455599565240576
141,CUST-1199,470.48,2025-09-14,Tienda_3,CUST-1199,53,52460.653064917904,CDMX,Estandar,1.02964884441491,1.3344804512584694
142,CUST-1362,93.01,2025-05-18,Tienda_5,CUST-1362,36,78820.92536241414,CDMX,Estandar,0.6186972262456965,-1.6899883344805657
143,CUST-1504,404.86,2025-11-16,Tienda_7,CUST-1504,57,28065.313819721494,Monterrey,Estandar,0.3323923904205698,1.3417879497500798
144,CUST-1665,374.26,2025-11-23,Tienda_3,CUST-1665,31,30223.022682247043,CDMX,Estandar,-0.8861570696615584,0.9426966559229168
145,CUST-1969,444.68,2025-05-04,Tienda_8,CUST-1969,42,62168.528601773745,CDMX,Estandar,0.7898511038780874,0.9327927420183229
146,CUST-1312,81.89,2025-10-22,Tienda_5,CUST-1312,64,69320.30676169331,CDMX,Estandar,1.6385845458150716,-1.4276591491832196
147,CUST-1780,214.63,2025-05-11,Tienda_5,CUST-1780,67,27472.01001495551,CDMX,Estandar,0.5594442018767267,0.16790019154116562
148,CUST-1580,333.38,2025-10-09,Tienda_8,CUST-1580,55,65750.87001001481,CDMX,Estandar,1.3973288123100471,0.2241544172022475
149,CUST-1813,75.19,2025-06-02,Tienda_2,CUST-1813,39,29292.43453107951,CDMX,Estandar,-0.9010350725490157,-0.9510234888962041
150,CUST-1756,55.98,2025-04-28,Tienda_6,CUST-1756,29,49141.94200394136,CDMX,Estandar,-0.7482616542629871,-1.4746879836589952
151,CUST-1092,91.22,2025-04-19,Tienda_1,CUST-1092,36,21977.037265333194,Monterrey,Estandar,-1.2682921223004622,-0.741088061404159
152,CUST-1806,484.53,2025-01-06,Tienda_5,CUST-1806,23,56976.416907669445,CDMX,Premium Joven,-0.24823427792619993,1.1631147021588428
153,CUST-1166,77.34,2025-03-03,Tienda_4,CUST-1166,56,73809.21389362347,CDMX,Estandar,1.396480730216348,-1.5832213171667096
154,CUST-1796,24.84,2025-03-22,Tienda_1,CUST-1796,28,54998.351264491175,Monterrey,Estandar,-0.6407029107632873,-1.7839063310981194
155,CUST-1422,101.78,2025-07-25,Tienda_4,CUST-1422,35,71957.30672828532,CDMX,Estandar,0.35378482704520126,-1.5227778408776727
156,CUST-1531,367.43,2025-01-04,Tienda_7,CUST-1531,47,71887.18277432244,Monterrey,Estandar,1.257518519863529,0.29363775753505383
157,CUST-1065,460.23,2025-07-19,Tienda_3,CUST-1065,39,47566.7229005553,Monterrey,Estandar,0.18040505763292672,1.2627193761999036
158,CUST-1817,123.52,2025-01-09,Tienda_8,CUST-1817,23,42334.55578651196,Monterrey,Estandar,-1.1795570104116675,-0.9545828327184641
159,CUST-1184,215.99,2025-01-19,Tienda_3,CUST-1184,57,71015.17009417627,CDMX,Estandar,1.523234121391726,-0.6214095472336442
160,CUST-1472,275.09,2025-10-22,Tienda_6,CUST-1472,60,15688.066870435407,Monterrey,Estandar,-0.09376852339035563,0.7194852752629939
161,CUST-1739,197.68,2025-08-22,Tienda_2,CUST-1739,69,69354.35108378952,Monterrey,Estandar,2.0235393549530984,-0.6384596831430224
162,CUST-1577,173.71,2025-09-06,Tienda_9,CUST-1577,18,27740.66085630282,CDMX,Estandar,-1.8422919181565138,-0.41032125103905365
163,CUST-1967,383.39,2025-03-26,Tienda_7,CUST-1967,31,20058.62987911459,CDMX,Estandar,-1.2119035128146585,1.1742834183637803
164,CUST-1230,314.94,2025-07-30,Tienda_9,CUST-1230,45,70402.37164638085,CDMX,Estandar,1.0471313014752535,-0.037628353544842966
165,CUST-1047,400.3,2025-10-07,Tienda_6,CUST-1047,22,21580.003852337362,CDMX,Premium Joven,-1.5740648875789545,1.2032280552680708
166,CUST-1612,238.7,2025-01-07,Tienda_5,CUST-1612,20,46911.41172732377,CDMX,Estandar,-1.0300528693148916,-0.2960438057493419
167,CUST-1593,382.73,2025-09-13,Tienda_6,CUST-1593,43,54056.83334681776,Monterrey,Estandar,0.4925490907763689,0.6702503078777424
168,CUST-1479,240.97,2025-12-12,Tienda_3,CUST-1479,33,14144.489316494295,Monterrey,Estandar,-1.487554537649264,0.3536457474479382
169,CUST-1067,71.06,2025-12-10,Tienda_8,CUST-1067,53,79442.04640811669,CDMX,Estandar,1.4309970280673632,-1.738265822422892
170,CUST-1854,51.95,2025-04-15,Tienda_6,CUST-1854,33,29854.46879640181,CDMX,Estandar,-1.2000934917208184,-1.1501970107749502
171,CUST-1272,98.71,2025-03-27,Tienda_5,CUST-1272,46,76256.33069644117,CDMX,Estandar,1.0223568528436626,-1.5469384035691673
172,CUST-1712,405.77,2025-08-03,Tienda_2,CUST-1712,63,49043.879483214645,CDMX,Estandar,1.3180975712758856,1.030644647426529
173,CUST-1560,96.93,2025-02-28,Tienda_3,CUST-1560,34,46381.68972392847,Monterrey,Estandar,-0.5483837159371654,-1.128576526030087
174,CUST-1433,290.58,2025-07-30,Tienda_6,CUST-1433,53,43240.83567779251,CDMX,Estandar,0.5017730538773125,0.31168534608839854
175,CUST-1089,105.53,2025-01-19,Tienda_2,CUST-1089,50,43739.28414290305,CDMX,Estandar,0.14527023090428806,-0.9277924890104531
176,CUST-1461,474.98,2025-06-11,Tienda_3,CUST-1461,62,50470.17215017891,CDMX,Estandar,1.4026969656745076,1.4537298150775495
177,CUST-1398,195.78,2025-09-10,Tienda_5,CUST-1398,57,71663.20850189897,CDMX,Estandar,1.5197622031382307,-0.7647656509890657
178,CUST-1968,16.18,2025-08-23,Tienda_3,CUST-1968,26,17150.204381544474,CDMX,Estandar,-2.002663766816289,-1.2135043340908498
179,CUST-1501,452.95,2025-03-19,Tienda_9,CUST-1501,48,35871.782524131166,CDMX,Estandar,0.21713331045560696,1.4687922511199236
180,CUST-1281,357.72,2025-10-11,Tienda_4,CUST-1281,42,40700.81059103111,CDMX,Estandar,-0.029350336695423543,0.7258707907745904
181,CUST-1504,12.04,2025-11-22,Tienda_4,CUST-1504,57,28065.313819721494,Monterrey,Estandar,-0.15273341664196735,-1.231749564613548
182,CUST-1683,38.87,2025-12-31,Tienda_6,CUST-1683,32,36717.769125143925,CDMX,Estandar,-1.0368453728968343,-1.3581121630972162
183,CUST-1771,291.02,2025-07-02,Tienda_9,CUST-1771,69,68579.72309330535,CDMX,Estandar,2.1131281959645096,-0.013857325839723943
184,CUST-1158,98.2,2025-09-08,Tienda_2,CUST-1158,33,42509.47393810876,CDMX,Estandar,-0.7233722271037065,-1.061054748970843
185,CUST-1264,224.34,2025-01-28,Tienda_9,CUST-1264,34,57331.32415552031,CDMX,Estandar,-0.027976430070941506,-0.4788994831323459
186,CUST-1499,492.92,2025-01-23,Tienda_4,CUST-1499,54,33880.87004528322,Monterrey,Estandar,0.4894755220148466,1.8017185788006702
187,CUST-1168,297.28,2025-03-19,Tienda_1,CUST-1168,33,65236.1386442945,Monterrey,Estandar,0.2760384730310478,-0.14086053959381392
188,CUST-1552,474.17,2025-01-22,Tienda_7,CUST-1552,36,15905.548098121457,CDMX,Estandar,-0.9966685919936557,1.8703912162625522
189,CUST-1401,70.43,2025-04-22,Tienda_2,CUST-1401,30,46474.49443268303,CDMX,Estandar,-0.7706955193608643,-1.328704731348173
